mouse_genes	HGNC.symbol
Hectd1	HECTD1
Hectd2	HECTD2
Hectd3	HECTD3
Heg1	HEG1
Helb	HELB
Hells	HELLS
Helq	HELQ
Helz	HELZ
Helz2	HELZ2
Hemgn	HEMGN
Hemk1	HEMK1
Hepacam2	HEPACAM2
Herc1	HERC1
Herc2	HERC2
Herc3	HERC3
Herc4	HERC4
Herc6	HERC6
Herpud1	HERPUD1
Herpud2	HERPUD2
Hes1	HES1
Hes5	HES5
Hes6	HES6
Hes7	HES7
Hesx1	HESX1
Hexa	HEXA
Hexb	HEXB
Hexdc	HEXD
Hexim1	HEXIM1
Hexim2	HEXIM2
Hfe	HFE
Hgf	HGF
Hgfac	HGFAC
Hgh1	HGH1
Hgs	HGS
Hgsnat	HGSNAT
Hhat	HHAT
Hibadh	HIBADH
Hibch	HIBCH
Hic2	HIC2
Hid1	HID1
Hif1a	HIF1A
Hif1an	HIF1AN
Hif3a	HIF3A
Higd1a	HIGD1A
Higd2a	HIGD2B
Higd2a	HIGD2A
Hikeshi	HIKESHI
Hilpda	HILPDA
Hinfp	HINFP
Hint1	HINT1
Hint2	HINT2
Hint3	HINT3
Hip1	HIP1
Hip1r	HIP1R
Hipk1	HIPK1
Hipk2	HIPK2
Hipk3	HIPK3
Hira	HIRA
Hirip3	HIRIP3
Hist1h1a	HIST1H1A
Hist1h1b	HIST1H1B
Hist1h1c	HIST1H1C
Hist1h1d	HIST1H1D
Hist1h1e	HIST1H1E
Hist1h2ak	HIST1H2AB
Hist1h2an	HIST1H2AE
Hist1h2bb	HIST1H2BN
Hist1h2be	HIST1H2BF
Hist1h2bh	HIST1H2BM
Hist1h2bk	H2BFS
Hist1h2bm	HIST1H2BD
Hist1h3f	HIST2H3A
Hist1h3g	HIST1H3J
Hist1h3h	HIST1H3D
Hist1h3i	HIST1H3G
Hist1h4c	HIST1H4E
Hist1h4c	HIST1H4I
Hist1h4c	HIST1H4L
Hist1h4h	HIST4H4
Hist1h4i	HIST1H4H
Hist1h4m	HIST1H4F
Hist2h2aa2	HIST2H2AA3
Hist2h2ab	HIST2H2AB
Hist2h2bb	HIST2H2BF
Hist2h2be	HIST1H2BJ
Hist2h3c2	HIST2H3A
Hist3h2a	HIST3H2A
Hivep1	HIVEP1
Hivep2	HIVEP2
Hivep3	HIVEP3
Hjurp	HJURP
Hk1	HK1
Hk2	HK2
Hk3	HK3
Hlcs	HLCS
Hlf	HLF
Hltf	HLTF
Hlx	HLX
Hmbox1	HMBOX1
Hmbs	HMBS
Hmces	HMCES
Hmg20a	HMG20A
Hmg20b	HMG20B
Hmga1	HMGA1
Hmgb2	HMGB2
Hmgb3	HMGB3
Hmgcl	HMGCL
Hmgcr	HMGCR
Hmgcs1	HMGCS1
Hmgcs2	HMGCS2
Hmgn1	HMGN1
Hmgn2	HMGN4
Hmgn2	HMGN2
Hmgn3	HMGN3
Hmgn5	HMGN5
Hmgxb3	HMGXB3
Hmgxb4	HMGXB4
Hmmr	HMMR
Hmox1	HMOX1
Hmox2	HMOX2
Hnf4a	HNF4A
Hnmt	HNMT
Hnrnpa0	HNRNPA0
Hnrnpa1	HNRNPA1
Hnrnpa2b1	HNRNPA2B1
Hnrnpa3	HNRNPA3
Hnrnpab	HNRNPAB
Hnrnpc	HNRNPCL1
Hnrnpc	HNRNPCL4
Hnrnpc	HNRNPCL3
Hnrnpc	HNRNPCL2
Hnrnpd	HNRNPD
Hnrnpdl	HNRNPDL
Hnrnpf	HNRNPF
Hnrnph1	HNRNPH1
Hnrnph2	HNRNPH2
Hnrnph3	HNRNPH3
Hnrnpk	HNRNPK
Hnrnpl	HNRNPL
Hnrnpll	HNRNPLL
Hnrnpm	HNRNPM
Hnrnpr	HNRNPR
Hnrnpu	HNRNPU
Hnrnpul1	HNRNPUL1
Hnrnpul2	HNRNPUL2-BSCL2
Hnrnpul2	HNRNPUL2
Homer1	HOMER1
Homer2	HOMER2
Homer3	HOMER3
Homez	HOMEZ
Hook1	HOOK1
Hook2	HOOK2
Hook3	HOOK3
Hopx	HOPX
Hormad2	HORMAD2
Hoxa10	HOXA10
Hoxa2	HOXA2
Hoxa3	HOXA3
Hoxa4	HOXA4
Hoxa5	HOXA5
Hoxa6	HOXA6
Hoxa7	HOXA7
Hoxa9	HOXA9
Hoxb1	HOXB1
Hoxb2	HOXB2
Hoxb3	HOXB3
Hoxb4	HOXB4
Hoxb5	HOXB5
Hoxb6	HOXB6
Hp	HP
Hp	HPR
Hp1bp3	HP1BP3
Hpcal1	HPCAL1
Hpdl	HPDL
Hpf1	HPF1
Hpgd	HPGD
Hpgds	HPGDS
Hpn	HPN
Hprt	HPRT1
Hps1	HPS1
Hps3	HPS3
Hps4	HPS4
Hps5	HPS5
Hps6	HPS6
Hpse	HPSE
Hras	HRAS
Hrh2	HRH2
Hs1bp3	HS1BP3
Hs2st1	HS2ST1
Hs3st1	HS3ST1
Hs3st3b1	HS3ST3B1
Hs6st1	HS6ST1
Hs6st2	HS6ST2
Hsbp1	HSBP1
Hsbp1l1	HSBP1L1
Hscb	HSCB
Hsd11b1	HSD11B1
Hsd11b2	HSD11B2
Hsd17b1	HSD17B1
Hsd17b10	HSD17B10
Hsd17b11	HSD17B11
Hsd17b12	HSD17B12
Hsd17b14	HSD17B14
Hsd17b2	HSD17B2
Hsd17b4	HSD17B4
Hsd17b7	HSD17B7
Hsd3b7	HSD3B7
Hsdl1	HSDL1
Hsdl2	HSDL2
Hsf1	HSF1
Hsf2	HSF2
Hsf2bp	HSF2BP
Hsh2d	HSH2D
Hsp90aa1	HSP90AA1
Hsp90ab1	HSP90AB1
Hsp90b1	HSP90B1
Hspa12b	HSPA12B
Hspa13	HSPA13
Hspa14	HSPA14
Hspa1a	HSPA1A
Hspa1a	HSPA1B
Hspa1b	HSPA1B
Hspa1b	HSPA1A
Hspa2	HSPA2
Hspa4	HSPA4
Hspa4l	HSPA4L
Hspa5	HSPA5
Hspa9	HSPA9
Hspb11	HSPB11
Hspb6	HSPB6
Hspb8	HSPB8
Hspb9	HSPB9
Hspbap1	HSPBAP1
Hspbp1	HSPBP1
Hspe1	HSPE1
Hsph1	HSPH1
Htatip2	HTATIP2
Htatsf1	HTATSF1
Htr2a	HTR2A
Htra2	HTRA2
Htra3	HTRA3
Htt	HTT
Hus1	HUS1
Huwe1	HUWE1
Hvcn1	HVCN1
Hyal1	HYAL1
Hyal2	HYAL2
Hyal3	HYAL3
Hyi	HYI
Hyls1	HYLS1
Hyou1	HYOU1
Hypk	HYPK
I830077J02Rik	C1orf162
Iah1	IAH1
Iars	IARS
Iars2	IARS2
Iba57	IBA57
Ibtk	IBTK
Ica1	ICA1
Ica1l	ICA1L
Icam1	ICAM1
Icam2	ICAM2
Icam4	ICAM4
Ice1	ICE1
Ice2	ICE2
Ick	ICK
Icmt	ICMT
Icos	ICOS
Icosl	ICOSLG
Id1	ID1
Id2	ID2
Id3	ID3
Ide	IDE
Idh1	IDH1
Idh2	IDH2
Idh3a	IDH3A
Idh3b	IDH3B
Idh3g	IDH3G
Idi1	IDI1
Idnk	IDNK
Ids	IDS
Idua	IDUA
Ier2	IER2
Ier3	IER3
Ier3ip1	IER3IP1
Ier5	IER5
Ier5l	IER5L
Iffo1	IFFO1
Iffo2	IFFO2
Ifi204	MNDA
Ifi205	MNDA
Ifi208	IFI16
Ifi208	PYHIN1
Ifi211	MNDA
Ifi213	PYHIN1
Ifi213	IFI16
Ifi214	PYHIN1
Ifi214	IFI16
Ifi27	IFI27L2
Ifi27l2a	IFI27L2
Ifi35	IFI35
Ifi44	IFI44
Ifih1	IFIH1
Ifit1	IFIT1B
Ifit1bl1	IFIT1B
Ifit1bl2	IFIT1B
Ifit2	IFIT2
Ifit3	IFIT3
Ifit3b	IFIT3
Ifitm1	IFITM1
Ifitm1	IFITM2
Ifitm1	IFITM3
Ifitm10	IFITM10
Ifitm2	IFITM2
Ifitm2	IFITM3
Ifitm2	IFITM1
Ifitm3	IFITM3
Ifitm3	IFITM2
Ifitm3	IFITM1
Ifitm5	IFITM5
Ifitm6	IFITM3
Ifitm6	IFITM2
Ifitm6	IFITM1
Ifitm7	IFITM3
Ifitm7	IFITM1
Ifitm7	IFITM2
Ifnar1	IFNAR1
Ifnar2	IFNAR2
Ifng	IFNG
Ifngr1	IFNGR1
Ifngr2	IFNGR2
Ifnlr1	IFNLR1
Ifrd1	IFRD1
Ifrd2	IFRD2
Ift122	IFT122
Ift140	IFT140
Ift172	IFT172
Ift20	IFT20
Ift22	IFT22
Ift27	IFT27
Ift43	IFT43
Ift46	IFT46
Ift52	IFT52
Ift57	IFT57
Ift74	IFT74
Ift80	IFT80
Ift81	IFT81
Ift88	IFT88
Igbp1	IGBP1
Igdcc4	IGDCC4
Igf1	IGF1
Igf1r	IGF1R
Igf2bp2	IGF2BP2
Igf2bp3	IGF2BP3
Igf2r	IGF2R
Igfbp4	IGFBP4
Igfbp6	IGFBP6
Igfbp7	IGFBP7
Igflr1	IGFLR1
Igha	IGHA1
Igha	IGHA2
Ighm	IGHM
Ighmbp2	IGHMBP2
Ighv1-54	IGHV1OR21-1
Ighv1-54	IGHV1OR15-9
Ighv1-54	IGHV1-69
Ighv1-54	IGHV1-46
Ighv1-54	IGHV1OR15-1
Ighv1-54	IGHV1-45
Ighv1-54	IGHV1-24
Ighv1-54	IGHV1-58
Ighv1-54	IGHV1-3
Ighv1-54	IGHV1-18
Ighv1-54	IGHV1-69D
Ighv1-54	IGHV1-2
Ighv1-54	IGHV1-69-2
Ighv1-63	IGHV1-24
Ighv1-63	IGHV1-45
Ighv1-63	IGHV1-69
Ighv1-63	IGHV1-58
Ighv1-63	IGHV1-69D
Ighv1-63	IGHV1-2
Ighv1-63	IGHV1OR15-1
Ighv1-63	IGHV1-69-2
Ighv1-63	IGHV1-46
Ighv1-63	IGHV1-18
Ighv1-63	IGHV1OR21-1
Ighv1-63	IGHV1OR15-9
Ighv1-63	IGHV1-3
Ighv1-64	IGHV1-69-2
Ighv1-64	IGHV1OR15-9
Ighv1-64	IGHV1OR15-1
Ighv1-64	IGHV1OR21-1
Ighv1-64	IGHV1-58
Ighv1-64	IGHV1-45
Ighv1-64	IGHV1-3
Ighv1-64	IGHV1-69D
Ighv1-64	IGHV1-2
Ighv1-64	IGHV1-69
Ighv1-64	IGHV1-24
Ighv1-64	IGHV1-18
Ighv1-64	IGHV1-46
Igip	IGIP
Igkc	IGKC
Igkv17-121	IGKV5-2
Igkv17-127	IGKV5-2
Igkv2-109	IGKV2D-26
Igkv5-39	IGKV6D-41
Igkv5-39	IGKV6-21
Igkv5-39	IGKV6D-21
Igkv5-43	IGKV6-21
Igkv5-43	IGKV6D-21
Igkv5-43	IGKV6D-41
Igkv5-48	IGKV6D-21
Igkv5-48	IGKV6-21
Igkv5-48	IGKV6D-41
Igkv6-14	IGKV4-1
Igkv6-15	IGKV4-1
Igkv6-17	IGKV4-1
Igkv6-20	IGKV4-1
Igkv6-23	IGKV4-1
Igkv6-25	IGKV4-1
Igkv6-32	IGKV4-1
Igkv8-24	IGKV4-1
Igkv8-27	IGKV4-1
Igkv8-28	IGKV4-1
Igkv8-30	IGKV4-1
Iglc1	IGLC1
Iglc1	IGLL1
Iglc1	IGLC3
Iglc1	IGLC7
Iglc1	IGLC2
Iglc1	IGLL5
Iglc2	IGLC7
Iglc2	IGLC1
Iglc2	IGLC2
Iglc2	IGLL5
Iglc2	IGLC3
Iglc2	IGLL1
Iglc3	IGLL1
Iglc3	IGLC7
Iglc3	IGLC2
Iglc3	IGLL5
Iglc3	IGLC3
Iglc3	IGLC1
Iglv3	IGLV4-3
Igsf10	IGSF10
Igsf23	IGSF23
Igsf3	IGSF3
Igsf6	IGSF6
Igsf8	IGSF8
Igsf9	IGSF9
Igtp	IRGM
Ik	IK
Ikbip	IKBIP
Ikbkb	IKBKB
Ikbke	IKBKE
Ikbkg	IKBKG
Ikzf1	IKZF1
Ikzf2	IKZF2
Ikzf3	IKZF3
Ikzf4	IKZF4
Ikzf5	IKZF5
Il10ra	IL10RA
Il10rb	IL10RB
Il11	IL11
Il11ra1	IL11RA
Il12a	IL12A
Il12rb1	IL12RB1
Il12rb2	IL12RB2
Il13	IL13
Il13ra1	IL13RA1
Il15	IL15
Il15ra	IL15RA
Il16	IL16
Il17ra	IL17RA
Il17rb	IL17RB
Il17rc	IL17RC
Il17re	IL17RE
Il18	IL18
Il18bp	IL18BP
Il18r1	IL18R1
Il18rap	IL18RAP
Il1b	IL1B
Il1f9	IL36G
Il1r1	IL1R1
Il1r2	IL1R2
Il1rap	IL1RAP
Il1rl1	IL1RL1
Il1rl2	IL1RL2
Il1rn	IL1RN
Il2	IL2
Il20ra	IL20RA
Il20rb	IL20RB
Il21r	IL21R
Il22ra2	IL22RA2
Il23a	IL23A
Il27	IL27
Il27ra	IL27RA
Il2rb	IL2RB
Il2rg	IL2RG
Il31ra	IL31RA
Il33	IL33
Il4	IL4
Il4i1	IL4I1
Il4ra	IL4R
Il5ra	IL5RA
Il6	IL6
Il6ra	IL6R
Il6st	IL6ST
Il7	IL7
Il7r	IL7R
Il9r	IL9R
Ilf2	ILF2
Ilf3	ILF3
Ilk	ILK
Ilkap	ILKAP
Ilvbl	ILVBL
Immp1l	IMMP1L
Immp2l	IMMP2L
Immt	IMMT
Imp3	IMP3
Imp4	IMP4
Impa1	IMPA1
Impa2	IMPA2
Impact	IMPACT
Impad1	IMPAD1
Impdh1	IMPDH1
Impdh2	IMPDH2
Ina	INA
Inafm1	INAFM1
Inafm2	INAFM2
Incenp	INCENP
Inf2	INF2
Ing1	ING1
Ing2	ING2
Ing3	ING3
Ing4	ING4
Ing5	ING5
Inha	INHA
Inhba	INHBA
Inip	INIP
Ino80	INO80
Ino80b	INO80B
Ino80b	INO80B-WBP1
Ino80c	INO80C
Ino80d	INO80D
Ino80e	INO80E
Inpp1	INPP1
Inpp4a	INPP4A
Inpp4b	INPP4B
Inpp5a	INPP5A
Inpp5b	INPP5B
Inpp5d	INPP5D
Inpp5e	INPP5E
Inpp5f	INPP5F
Inpp5j	INPP5J
Inpp5k	INPP5K
Inppl1	INPPL1
Insig1	INSIG1
Insig2	INSIG2
Insl6	INSL6
Insr	INSR
Ints1	INTS1
Ints10	INTS10
Ints11	INTS11
Ints12	INTS12
Ints13	INTS13
Ints14	INTS14
Ints2	INTS2
Ints3	INTS3
Ints4	INTS4
Ints5	INTS5
Ints6	INTS6
Ints6l	INTS6L
Ints7	INTS7
Ints8	INTS8
Ints9	INTS9
Intu	INTU
Invs	INVS
Ip6k1	IP6K1
Ip6k2	IP6K2
Ip6k3	IP6K3
Ipcef1	IPCEF1
Ipmk	IPMK
Ipo11	IPO11
Ipo13	IPO13
Ipo4	IPO4
Ipo5	IPO5
Ipo7	IPO7
Ipo8	IPO8
Ipo9	IPO9
Ipp	IPP
Ippk	IPPK
Iqcb1	IQCB1
Iqcc	IQCC
Iqcd	IQCD
Iqcg	IQCG
Iqck	IQCK
Iqgap1	IQGAP1
Iqgap2	IQGAP2
Iqgap3	IQGAP3
Iqsec1	IQSEC1
Iqsec2	IQSEC2
Irak1	IRAK1
Irak1bp1	IRAK1BP1
Irak2	IRAK2
Irak3	IRAK3
Irak4	IRAK4
Ireb2	IREB2
Irf1	IRF1
Irf2	IRF2
Irf2bp1	IRF2BP1
Irf2bp2	IRF2BP2
Irf2bpl	IRF2BPL
Irf3	IRF3
Irf4	IRF4
Irf5	IRF5
Irf6	IRF6
Irf7	IRF7
Irf8	IRF8
Irf9	IRF9
Irgc1	IRGC
Irgm1	IRGM
Irgm2	IRGM
Irgq	IRGQ
Irs2	IRS2
Isca1	ISCA1
Isca2	ISCA2
Iscu	ISCU
Isg15	ISG15
Isg20	ISG20
Isg20l2	ISG20L2
Islr	ISLR
Isoc1	ISOC1
Isoc2a	ISOC2
Isoc2b	ISOC2
Ist1	IST1
Isy1	ISY1
Isy1	ISY1-RAB43
Isyna1	ISYNA1
Itch	ITCH
Itfg1	ITFG1
Itfg2	ITFG2
Itga1	ITGA1
Itga10	ITGA10
Itga2	ITGA2
Itga2b	ITGA2B
Itga4	ITGA4
Itga5	ITGA5
Itga6	ITGA6
Itga9	ITGA9
Itgad	ITGAD
Itgae	ITGAE
Itgal	ITGAL
Itgam	ITGAM
Itgav	ITGAV
Itgax	ITGAX
Itgb1	ITGB1
Itgb1bp1	ITGB1BP1
Itgb1bp2	ITGB1BP2
Itgb2	ITGB2
Itgb2l	ITGB2
Itgb3	ITGB3
Itgb3bp	ITGB3BP
Itgb4	ITGB4
Itgb5	ITGB5
Itgb6	ITGB6
Itgb7	ITGB7
Itih5	ITIH5
Itk	ITK
Itm2a	ITM2A
Itm2b	ITM2B
Itm2c	ITM2C
Itpa	ITPA
Itpk1	ITPK1
Itpka	ITPKA
Itpkb	ITPKB
Itpkc	ITPKC
Itpr1	ITPR1
Itpr2	ITPR2
Itpr3	ITPR3
Itpripl1	ITPRIPL1
Itpripl2	ITPRIPL2
Itsn1	ITSN1
Itsn2	ITSN2
Ivd	IVD
Ivns1abp	IVNS1ABP
Iws1	IWS1
Izumo1r	IZUMO1R
Izumo4	IZUMO4
Jade1	JADE1
Jade2	JADE2
Jade3	JADE3
Jag1	JAG1
Jag2	JAG2
Jagn1	JAGN1
Jak1	JAK1
Jak2	JAK2
Jak3	JAK3
Jakmip1	JAKMIP1
Jam2	JAM2
Jam3	JAM3
Jarid2	JARID2
Jchain	JCHAIN
Jdp2	JDP2
Jkamp	JKAMP
Jmjd1c	JMJD1C
Jmjd4	JMJD4
Jmjd6	JMJD6
Jmjd7	JMJD7
Jmjd8	JMJD8
Jmy	JMY
Josd1	JOSD1
Josd2	JOSD2
Jph1	JPH1
Jrk	JRK
Jrkl	JRKL
Jsrp1	JSRP1
Jtb	JTB
Jun	JUN
Junb	JUNB
Jund	JUND
Jup	JUP
Kalrn	KALRN
Kank2	KANK2
Kank3	KANK3
Kansl1	KANSL1
Kansl1l	KANSL1L
Kansl2	KANSL2
Kansl3	KANSL3
Kars	KARS
Kat2a	KAT2A
Kat2b	KAT2B
Kat5	KAT5
Kat6a	KAT6A
Kat6b	KAT6B
Kat7	KAT7
Kat8	KAT8
Katna1	KATNA1
Katnal1	KATNAL1
Katnal2	KATNAL2
Katnb1	KATNB1
Katnbl1	KATNBL1
Kazald1	KAZALD1
Kazn	KAZN
Kbtbd11	KBTBD11
Kbtbd12	KBTBD12
Kbtbd13	KBTBD13
Kbtbd2	KBTBD2
Kbtbd3	KBTBD3
Kbtbd4	KBTBD4
Kbtbd6	KBTBD6
Kbtbd6	KBTBD7
Kbtbd7	KBTBD7
Kbtbd7	KBTBD6
Kbtbd8	KBTBD8
Kcmf1	KCMF1
Kcna2	KCNA2
Kcna3	KCNA3
Kcnab1	KCNAB1
Kcnab2	KCNAB2
Kcnab3	KCNAB3
Kcnb1	KCNB1
Kcnc1	KCNC1
Kcnc3	KCNC3
Kcnd1	KCND1
Kcne3	KCNE3
Kcng1	KCNG1
Kcng2	KCNG2
Kcnh2	KCNH2
Kcnip3	KCNIP3
Kcnj10	KCNJ10
Kcnj13	KCNJ13
Kcnj2	KCNJ2
Kcnj5	KCNJ5
Kcnj8	KCNJ8
Kcnk12	KCNK12
Kcnk3	KCNK3
Kcnk5	KCNK5
Kcnk6	KCNK6
Kcnk7	KCNK7
Kcnmb4	KCNMB4
Kcnn1	KCNN1
Kcnn4	KCNN4
Kcnq3	KCNQ3
Kcnq5	KCNQ5
Kcns1	KCNS1
Kctd1	KCTD1
Kctd10	KCTD10
Kctd11	KCTD11
Kctd12	KCTD12
Kctd13	KCTD13
Kctd14	KCTD14
Kctd17	KCTD17
Kctd18	KCTD18
Kctd2	KCTD2
Kctd20	KCTD20
Kctd21	KCTD21
Kctd3	KCTD3
Kctd5	KCTD5
Kctd6	KCTD6
Kctd7	KCTD7
Kctd9	KCTD9
Kdelc1	POGLUT2
Kdelc2	POGLUT3
Kdelr1	KDELR1
Kdelr2	KDELR2
Kdelr3	KDELR3
Kdm1a	KDM1A
Kdm1b	KDM1B
Kdm2a	KDM2A
Kdm2b	KDM2B
Kdm3a	KDM3A
Kdm3b	KDM3B
Kdm4a	KDM4A
Kdm4b	KDM4B
Kdm4c	KDM4C
Kdm5a	KDM5A
Kdm5b	KDM5B
Kdm5c	KDM5C
Kdm6a	KDM6A
Kdm6b	KDM6B
Kdm7a	KDM7A
Kdm8	KDM8
Kdr	KDR
Kdsr	KDSR
Keap1	KEAP1
Kel	KEL
Khdc1a	KHDC1L
Khdc1a	KHDC1
Khdc3	KHDC3L
Khdrbs1	KHDRBS1
Khdrbs3	KHDRBS3
Khk	KHK
Khnyn	KHNYN
Khsrp	KHSRP
Kidins220	KIDINS220
Kif11	KIF11
Kif13a	KIF13A
Kif13b	KIF13B
Kif14	KIF14
Kif15	KIF15
Kif16b	KIF16B
Kif17	KIF17
Kif18a	KIF18A
Kif18b	KIF18B
Kif19a	KIF19
Kif1b	KIF1B
Kif1bp	KIF1BP
Kif1c	KIF1C
Kif20a	KIF20A
Kif20b	KIF20B
Kif21a	KIF21A
Kif21b	KIF21B
Kif22	KIF22
Kif24	KIF24
Kif26b	KIF26B
Kif2a	KIF2A
Kif2c	KIF2C
Kif3a	KIF3A
Kif3b	KIF3B
Kif3c	KIF3C
Kif4	KIF4A
Kif5a	KIF5A
Kif5b	KIF5B
Kif5c	KIF5C
Kif7	KIF7
Kif9	KIF9
Kifap3	KIFAP3
Kifc1	KIFC1
Kifc2	KIFC2
Kifc3	KIFC3
Kifc5b	KIFC1
Kin	KIN
Kiss1r	KISS1R
Kit	KIT
Kiz	KIZ
Klc1	KLC1
Klc2	KLC2
Klc3	KLC3
Klc4	KLC4
Klf1	KLF1
Klf10	KLF10
Klf11	KLF11
Klf13	KLF13
Klf16	KLF16
Klf2	KLF2
Klf3	KLF3
Klf4	KLF4
Klf5	KLF5
Klf6	KLF6
Klf7	KLF7
Klf8	KLF8
Klf9	KLF9
Klhdc1	KLHDC1
Klhdc10	KLHDC10
Klhdc2	KLHDC2
Klhdc3	KLHDC3
Klhdc4	KLHDC4
Klhdc8b	KLHDC8B
Klhdc9	KLHDC9
Klhl10	KLHL10
Klhl11	KLHL11
Klhl12	KLHL12
Klhl13	KLHL13
Klhl14	KLHL14
Klhl15	KLHL15
Klhl18	KLHL18
Klhl2	KLHL2
Klhl20	KLHL20
Klhl21	KLHL21
Klhl22	KLHL22
Klhl23	KLHL23
Klhl24	KLHL24
Klhl25	KLHL25
Klhl26	KLHL26
Klhl28	KLHL28
Klhl3	KLHL3
Klhl32	KLHL32
Klhl35	KLHL35
Klhl36	KLHL36
Klhl4	KLHL4
Klhl42	KLHL42
Klhl5	KLHL5
Klhl6	KLHL6
Klhl7	KLHL7
Klhl8	KLHL8
Klhl9	KLHL9
Klk1	KLK1
Klk1b27	KLK1
Klk8	KLK8
Klrb1a	KLRB1
Klrb1b	KLRB1
Klrb1c	KLRB1
Klrb1f	KLRB1
Klrd1	KLRD1
Klre1	KLRC4
Klre1	KLRC3
Klre1	KLRC1
Klre1	KLRC4-KLRK1
Klre1	KLRC2
Klrg1	KLRG1
Klri2	KLRC1
Klri2	KLRC3
Klri2	KLRC4-KLRK1
Klri2	KLRC2
Klri2	KLRC4
Klrk1	KLRK1
Kmo	KMO
Kmt2a	KMT2A
Kmt2b	KMT2B
Kmt2c	KMT2C
Kmt2d	KMT2D
Kmt2e	KMT2E
Kmt5a	KMT5A
Kmt5b	KMT5B
Kmt5c	KMT5C
Knl1	KNL1
Knop1	KNOP1
Knstrn	KNSTRN
Kntc1	KNTC1
Kpna1	KPNA1
Kpna2	KPNA2
Kpna3	KPNA3
Kpna4	KPNA4
Kpna6	KPNA6
Kpnb1	KPNB1
Kptn	KPTN
Kras	KRAS
Krba1	KRBA1
Krcc1	KRCC1
Kremen1	KREMEN1
Kri1	KRI1
Krit1	KRIT1
Krr1	KRR1
Krt1	KRT1
Krt10	KRT10
Krt18	KRT18
Krt222	KRT222
Krt7	KRT7
Krt8	KRT8
Krtcap2	KRTCAP2
Krtcap3	KRTCAP3
Ksr1	KSR1
Ksr2	KSR2
Ktn1	KTN1
Kxd1	KXD1
Kyat1	KYAT1
Kyat3	KYAT3
Kynu	KYNU
L1cam	L1CAM
L2hgdh	L2HGDH
L3hypdh	L3HYPDH
L3mbtl2	L3MBTL2
L3mbtl3	L3MBTL3
Lacc1	LACC1
Lactb	LACTB
Lactb2	LACTB2
Lag3	LAG3
Lage3	LAGE3
Lair1	LAIR1
Lamb2	LAMB2
Lamb3	LAMB3
Lamc1	LAMC1
Lamp1	LAMP1
Lamp2	LAMP2
Lamtor1	LAMTOR1
Lamtor2	LAMTOR2
Lamtor3	LAMTOR3
Lamtor4	LAMTOR4
Lamtor5	LAMTOR5
Lancl1	LANCL1
Lancl2	LANCL2
Lancl3	LANCL3
Lap3	LAP3
Laptm4a	LAPTM4A
Laptm4b	LAPTM4B
Laptm5	LAPTM5
Large1	LARGE1
Larp1	LARP1
Larp1b	LARP1B
Larp4	LARP4
Larp4b	LARP4B
Larp7	LARP7
Lars	LARS
Lars2	LARS2
Las1l	LAS1L
Lasp1	LASP1
Lat	LAT
Lat2	LAT2
Lats1	LATS1
Lats2	LATS2
Lax1	LAX1
Layn	LAYN
Lbh	LBH
Lbhd1	LBHD1
Lbp	LBP
Lbr	LBR
Lbx2	LBX2
Lca5	LCA5
Lca5l	LCA5L
Lcat	LCAT
Lck	LCK
Lclat1	LCLAT1
Lcmt1	LCMT1
Lcmt2	LCMT2
Lcn2	LCN2
Lcn4	OBP2B
Lcn4	OBP2A
Lcorl	LCORL
Lcp1	LCP1
Lcp2	LCP2
Lct	LCT
Ldah	LDAH
Ldb1	LDB1
Ldha	LDHA
Ldhal6b	LDHAL6B
Ldhb	LDHB
Ldhc	LDHC
Ldhd	LDHD
Ldlr	LDLR
Ldlrad3	LDLRAD3
Ldlrad4	LDLRAD4
Ldlrap1	LDLRAP1
Lef1	LEF1
Lefty1	LEFTY1
Lefty1	LEFTY2
Lekr1	LEKR1
Lemd2	LEMD2
Lemd3	LEMD3
Leng1	LENG1
Leng8	LENG8
Leng9	LENG9
Leo1	LEO1
Lepr	LEPR
Leprot	LEPROT
Leprotl1	LEPROTL1
Letm1	LETM1
Letm2	LETM2
Letmd1	LETMD1
Lfng	LFNG
Lgals1	LGALS1
Lgals3	LGALS3
Lgals3bp	LGALS3BP
Lgals4	LGALS4
Lgals7	LGALS7
Lgals7	LGALS7B
Lgals8	LGALS8
Lgals9	LGALS13
Lgals9	LGALS16
Lgals9	LGALS14
Lgalsl	LGALSL
Lgmn	LGMN
Lgr4	LGR4
Lgr5	LGR5
Lhcgr	LHCGR
Lhfp	LHFPL6
Lhfpl2	LHFPL2
Lhfpl4	LHFPL4
Lhpp	LHPP
Lhx1	LHX1
Lias	LIAS
Lifr	LIFR
Lig1	LIG1
Lig3	LIG3
Lig4	LIG4
Lilr4b	LILRB5
Lilr4b	LILRA6
Lilr4b	LILRA5
Lilr4b	LILRB3
Lilr4b	LILRB4
Lilr4b	LILRA4
Lilra5	LILRA5
Lilra5	LILRB4
Lilra5	LILRA4
Lilra5	LILRB5
Lilra5	LILRB3
Lilra5	LILRA6
Lilra6	LILRB4
Lilra6	LILRA5
Lilra6	LILRA4
Lilra6	LILRB3
Lilra6	LILRA6
Lilra6	LILRB5
Lilrb4a	LILRA5
Lilrb4a	LILRA4
Lilrb4a	LILRB5
Lilrb4a	LILRB3
Lilrb4a	LILRB4
Lilrb4a	LILRA6
Lim2	LIM2
Lima1	LIMA1
Limd1	LIMD1
Limd2	LIMD2
Limk1	LIMK1
Limk2	LIMK2
Lims1	LIMS3
Lims1	LIMS1
Lims1	LIMS4
